mobile_subscriber_id,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30
266629,0.7624,0.1818,0.0713,0.1428,NULL,NULL
278036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
283609,23.6028,11.4072,10.2893,8.1017,NULL,NULL
2898176,1.2991,3.7274,6.9116,2.8500,4.8523,9.6687
2915156,0.1664,0.1721,0.1982,0.1508,0.2279,0.2507
2920729,13.7497,10.3787,29.2609,13.0905,0.4052,0.2778
2932136,NULL,NULL,NULL,NULL,NULL,0.0000
270897,3.5333,0.1762,0.5332,0.6340,0.9059,0.0162
287877,0.0044,0.1230,0.4070,0.0192,0.0083,0.3941
2910888,6.1729,4.1499,6.7823,4.8769,6.0638,8.2831
2924997,0.0378,0.0406,0.0443,0.0246,0.0290,0.0439
2927868,0.1330,0.2693,0.2068,0.1505,0.2632,0.2062
253917,NULL,NULL,NULL,NULL,0.0595,0.0482
218560,0.7263,0.9418,1.1137,0.8969,3.0837,7.4706
263927,0.0077,NULL,NULL,NULL,NULL,NULL
280738,0.0590,0.0966,0.1132,NULL,NULL,NULL
2901047,3.3450,2.5432,1.6091,1.5451,1.1212,1.3229
2906620,0.3663,1.7929,0.8179,NULL,0.1240,0.0281
2917858,47.0093,31.4922,37.6209,22.3153,29.6582,27.5779
2923600,1.5322,1.8258,4.2483,0.1433,4.4557,0.1190
2935007,NULL,NULL,NULL,NULL,NULL,0.0052
214292,0.0400,0.1370,0.0828,0.0583,0.0575,0.5178
242510,0.0047,0.0060,0.0083,0.0065,0.0038,0.0060
259490,3.8954,2.8046,1.8508,2.8395,4.4118,3.8139
265232,0.0339,0.0601,0.0630,0.0260,0.0454,0.1155
276470,0.6126,0.3847,0.9422,0.9445,1.7010,0.6896
2913590,23.4834,17.6328,19.4060,26.0536,37.0138,23.1578
2922295,0.0296,0.0042,0.0777,0.1243,NULL,NULL
285175,NULL,12.0945,NULL,NULL,NULL,NULL
243907,0.0142,0.0129,0.0158,0.0140,NULL,NULL
243984,0.4803,1.8546,0.0956,0.0214,0.1776,0.1738
277867,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001
289274,0.4163,0.2939,0.2280,1.6300,1.1399,1.0984
289351,3.2436,2.7733,5.8518,4.4088,5.6821,3.2989
2903580,0.0140,0.0089,0.0074,0.0168,0.0121,0.0448
2914987,0.6177,0.3996,0.1598,0.3360,0.5527,1.5856
2926394,NULL,0.6053,5.3090,5.0202,3.9406,3.8358
2937878,NULL,NULL,NULL,NULL,NULL,NULL
225361,0.1218,0.1172,0.2109,0.1912,0.1371,0.1724
245212,0.9891,0.6300,0.9807,5.1998,2.9888,5.2292
268026,0.2122,0.2468,0.0619,0.2720,0.4152,0.2853
279510,0.0032,0.0028,0.0031,0.0030,0.0031,0.0030
2902275,0.2777,0.5294,0.4080,0.4818,0.3545,0.1114
2905146,0.0141,0.3385,0.0037,NULL,NULL,NULL
276639,NULL,NULL,NULL,0.0281,0.3647,0.1584
2913759,NULL,NULL,NULL,NULL,0.0444,0.0004
2939106,NULL,NULL,NULL,NULL,NULL,NULL
2916630,NULL,NULL,NULL,NULL,NULL,NULL
212895,2.5410,2.6287,3.8758,3.1203,4.7111,5.2727
224133,0.5639,0.4158,0.4115,0.8085,0.5628,0.4786
2935176,NULL,NULL,NULL,NULL,NULL,NULL
233897,1.3904,0.8746,3.6031,6.0927,5.7719,8.0489
288046,13.2566,10.7353,18.6967,13.6121,14.7066,25.6214
2904977,0.0001,0.0738,0.1006,0.0029,0.0003,0.0281
2913928,1.4754,1.8954,2.0584,2.9435,5.2260,4.4225
2925166,NULL,0.2277,2.5412,4.7349,0.0477,0.2822
213954,NULL,NULL,0.0057,NULL,NULL,NULL
279341,NULL,NULL,NULL,10.4786,10.0126,26.5580
2936404,NULL,NULL,NULL,NULL,NULL,NULL
272540,0.7827,0.3566,1.1454,1.0572,1.6439,1.1407
277698,0.0560,0.0346,0.0746,0.0717,0.0352,0.4064
289105,1.0668,1.5852,0.2417,0.7690,0.4309,0.4665
2909660,3.4496,2.6309,6.5720,7.2740,9.5483,7.1171
2914818,0.7278,0.6232,0.8869,1.2439,1.2222,0.9881
2926225,1.8780,0.8498,5.9351,5.6996,5.4661,10.3361
2926640,NULL,2.7616,1.4242,1.0459,1.7929,4.1621
2943205,NULL,NULL,NULL,NULL,NULL,NULL
205510,0.0369,0.0030,0.0025,0.0306,NULL,NULL
236599,3.0709,3.2634,4.5063,2.8064,4.1923,1.9967
268272,1.1701,0.4958,1.1118,0.3923,0.4787,0.2562
2905392,0.0706,0.0105,0.0140,0.1187,4.5247,3.9238
2919501,0.6533,0.5947,0.8412,0.8581,2.6654,1.5696
282381,NULL,NULL,NULL,0.0002,0.0079,0.0538
2942315,NULL,NULL,NULL,NULL,NULL,NULL
201073,0.3868,3.9025,3.7972,2.5588,2.2837,0.1988
230044,0.7925,0.7825,0.7524,1.6913,0.3252,0.8203
252274,0.2094,2.1578,1.7350,3.0136,2.9377,4.9433
275242,44.2905,35.3970,28.9554,34.3679,53.0341,38.2295
2906374,0.0003,0.0003,0.0003,0.0001,0.0001,0.0000
2912116,0.0496,0.0448,0.0094,NULL,NULL,1.7943
2923523,1.9727,1.6251,1.7215,8.9868,4.1046,4.9437
2929096,NULL,0.3254,0.8526,1.5887,0.4933,0.9061
2940503,NULL,NULL,NULL,NULL,NULL,NULL
2940749,NULL,NULL,NULL,NULL,NULL,NULL
203054,4.2311,4.7463,5.1584,3.5416,6.6817,5.3419
253994,1.1058,1.1219,1.8652,2.6145,1.7714,2.9031
2916799,0.2521,0.0746,0.3254,3.1465,0.3389,0.5184
2936066,NULL,NULL,NULL,NULL,NULL,NULL
249480,0.0256,0.0125,0.0076,0.0327,0.0281,0.0200
283363,10.6493,30.0856,20.5096,13.3886,NULL,NULL
2898007,1.8788,0.5587,1.1737,0.4102,0.6397,0.4980
2931890,NULL,NULL,NULL,0.0307,0.0695,NULL
2932382,NULL,NULL,NULL,NULL,9.6936,19.0770
249818,NULL,NULL,NULL,NULL,NULL,NULL
2909414,NULL,NULL,NULL,NULL,NULL,NULL
259659,0.1453,0.2032,0.4585,0.1802,0.1588,0.2523
264817,44.3276,38.7100,43.4652,32.4535,37.0759,41.9325
274014,0.1871,0.1592,0.2137,0.2794,0.1501,0.2203
282135,3.3066,5.1374,NULL,NULL,NULL,NULL
2901937,0.1750,0.1539,0.1877,0.2317,0.2304,0.4820
2919255,NULL,NULL,0.0005,0.0004,NULL,NULL
2933610,NULL,NULL,NULL,NULL,NULL,0.0059
2941731,NULL,NULL,NULL,NULL,NULL,NULL
206738,0.5539,NULL,NULL,NULL,NULL,NULL
240867,0.4111,1.0972,1.0582,0.8442,NULL,NULL
263589,0.0209,0.0942,0.1670,0.1898,0.9504,0.2324
269838,0.0151,0.0137,0.0150,0.0146,0.0149,0.0145
286065,0.0001,NULL,NULL,NULL,NULL,NULL
2900709,5.5005,6.8946,7.5053,9.6302,NULL,NULL
2929680,NULL,0.1231,119.3787,69.6513,NULL,NULL
2929434,NULL,NULL,NULL,NULL,0.0008,0.0004
2941087,NULL,NULL,NULL,NULL,NULL,NULL
239639,0.0160,0.0133,0.0090,0.0043,0.1347,0.1360
262361,0.5221,0.5284,0.3300,0.4093,0.7302,1.7944
271066,4.7813,4.5621,3.0258,3.3100,NULL,NULL
284837,3.5686,0.5211,0.8864,2.0560,1.6914,0.0600
2899235,0.3342,0.5487,0.2111,0.6242,0.5274,0.0770
2899481,11.1444,3.1909,6.6524,6.9623,5.7129,7.8110
2921957,0.1426,0.9688,1.6822,0.8732,0.4805,0.3085
2908432,NULL,NULL,0.0000,NULL,NULL,NULL
2930662,NULL,NULL,0.1292,0.1392,NULL,NULL
2930908,NULL,NULL,NULL,0.0019,0.0025,0.0028
261471,15.2148,8.2877,8.9449,0.8290,3.1416,0.6376
271787,2.2695,4.2464,9.5401,12.7143,9.2178,3.6328
284024,0.4481,0.2618,1.1308,0.2750,0.3399,0.4534
2898591,3.5402,2.2245,3.7036,4.9929,5.7837,4.4277
2903334,0.1444,0.1249,0.1694,0.1031,0.1118,0.0880
2921144,0.0386,0.0263,NULL,NULL,NULL,NULL
2931721,NULL,NULL,NULL,NULL,NULL,NULL
2937294,NULL,NULL,NULL,NULL,NULL,NULL
278926,0.1549,0.1694,0.3468,0.2226,0.1758,0.1891
282719,0.0186,0.0193,0.0172,0.0090,0.0066,0.0134
285590,0.7666,0.7310,1.5372,1.7406,1.4826,0.4716
2916046,13.8277,11.5937,20.5810,11.7091,7.7448,20.8352
2919839,0.1607,0.1467,1.0678,0.1886,0.1766,0.2033
2922710,0.0044,0.0059,0.0065,0.0063,0.0065,0.0063
2930155,NULL,NULL,NULL,0.0007,0.0021,0.0007
2936819,NULL,NULL,NULL,NULL,NULL,NULL
2938860,NULL,NULL,NULL,NULL,NULL,NULL
213233,2.5370,0.1713,2.0087,1.0710,7.8204,0.2335
235955,0.5796,0.6212,0.8666,0.6854,0.9052,0.8077
269915,0.0312,0.0280,0.0315,0.0302,0.0317,0.0292
2907035,3.6475,1.2339,1.3429,0.8793,1.1785,1.4062
2917612,14.0376,15.4688,22.2702,27.3960,49.5670,24.8315
218975,NULL,NULL,0.0046,0.0061,0.0044,0.0476
252766,NULL,NULL,NULL,NULL,0.0013,0.0001
287462,1.2796,0.6952,0.6102,2.5950,1.2266,2.6203
259244,NULL,0.0365,NULL,NULL,NULL,NULL
232915,5.5513,17.3258,5.7429,1.4573,1.3925,3.4079
260549,0.3352,0.3786,0.4092,0.6275,0.9845,0.6322
266383,0.0000,0.0000,0.0000,NULL,0.0000,0.0000
288936,0.3960,0.1510,0.2646,0.1633,0.1836,0.1512
289689,9.0367,2.5347,7.2331,5.3471,3.4208,6.3871
2903503,0.3493,0.3732,0.3321,0.2555,0.4135,0.6499
2926809,0.0002,0.0001,0.0004,0.0014,0.0007,NULL
2926056,NULL,NULL,NULL,24.1499,55.2041,71.1873
2938293,NULL,NULL,NULL,NULL,NULL,NULL
213539,1.1058,0.0200,0.6481,0.8090,0.7597,1.5238
234558,0.0966,0.0381,0.2005,0.2754,0.3223,0.2387
254163,8.9010,15.8935,10.9578,8.2938,11.4329,14.1519
267688,17.1568,19.4969,13.8263,14.5856,13.3138,4.3054
270313,8.3066,6.0757,8.1057,5.1049,7.1882,9.5563
287631,0.0372,0.0201,0.0000,0.0000,0.0000,0.0000
2924751,0.3324,0.2662,0.3304,0.2691,0.2906,0.2876
222244,NULL,NULL,NULL,9.9657,9.6202,14.3928
2927622,NULL,NULL,NULL,0.1204,0.1209,NULL
2933948,NULL,NULL,NULL,NULL,2.4697,1.5837
257601,1.2421,0.5992,0.4450,0.4562,0.2553,0.2505
264342,0.0177,0.0092,0.0090,0.0277,0.0778,0.0129
287064,1.7596,0.2708,0.2989,9.3077,0.3181,0.9657
2917443,1.6104,10.6803,4.2767,11.8762,4.6372,9.7634
2924184,0.0209,0.0397,0.0447,0.0429,0.0149,NULL
275580,NULL,0.0004,0.0102,NULL,NULL,NULL
2928681,NULL,2.6482,1.7310,2.0571,0.6756,0.6279
245135,2.0464,1.3034,5.4705,7.4476,2.9491,4.3821
254332,0.5263,0.9334,1.4495,0.7811,1.0111,0.5750
277054,0.0446,0.0407,0.0450,0.0438,0.0453,0.0439
2902936,2.8235,1.6695,3.5825,2.7141,1.2197,0.3972
2915969,4.2583,3.7123,5.6296,10.5650,15.8487,16.1306
2922879,2.3453,7.6032,2.8594,2.6556,3.5462,5.0508
2914174,NULL,NULL,0.0023,0.0033,0.0002,NULL
202470,NULL,NULL,NULL,NULL,0.0006,NULL
2938691,NULL,NULL,NULL,NULL,NULL,NULL
215766,0.9025,1.1921,1.0242,1.1817,1.0821,1.1853
226343,0.3469,0.2859,0.2108,NULL,NULL,0.0307
232331,1.5930,1.6099,9.1240,3.1229,2.6935,1.6922
2910075,10.5926,16.7003,NULL,NULL,NULL,NULL
2914403,0.0064,0.0123,0.0070,0.0037,0.0415,3.7237
277283,NULL,NULL,NULL,0.0001,0.0087,0.0000
2937217,NULL,NULL,NULL,NULL,NULL,NULL
2938462,NULL,NULL,NULL,NULL,NULL,NULL
231441,0.5495,0.1907,0.2078,0.2648,0.1408,0.1721
239470,0.0041,0.1500,NULL,0.0007,NULL,NULL
243263,7.4704,7.8441,22.5555,16.4510,14.4473,19.6125
247591,0.3679,0.3265,0.3713,0.3648,0.7082,0.6099
280094,0.9158,0.7549,2.8491,1.1463,1.3769,2.9052
2931323,NULL,NULL,NULL,14.6960,41.9220,30.4830
212065,6.1478,4.8431,6.8241,10.4182,5.0468,8.9605
217638,0.0001,0.0422,0.0003,0.0000,NULL,NULL
230459,1.4895,2.0607,6.3962,5.0054,2.7010,7.4421
241036,7.9018,9.1340,6.1646,5.3712,5.9207,7.3503
2912531,6.5614,38.2151,25.7263,18.5906,6.8995,18.0779
2934761,NULL,NULL,NULL,NULL,NULL,0.4777
251707,0.1836,0.4904,0.3599,0.4609,0.4256,0.2858
256035,4.5672,2.5546,2.2065,1.8017,3.7565,4.6642
273937,0.3310,0.3037,0.3224,0.2918,0.3404,0.2675
281966,0.0305,0.0899,0.0020,0.0241,0.0381,0.0043
2919086,0.2253,0.2372,0.1794,0.2071,0.2574,0.2771
2911057,NULL,NULL,NULL,0.0659,0.0052,NULL
2933779,NULL,NULL,NULL,NULL,0.0000,0.0176
216350,6.2477,8.5880,7.2800,14.2390,13.1945,NULL
227419,0.0578,NULL,NULL,0.0000,0.2801,0.2537
278620,0.4089,0.6828,2.3032,0.9230,0.4460,0.3093
282948,9.0465,9.0291,17.5432,11.8688,12.7432,18.7351
2909491,0.0720,NULL,NULL,NULL,NULL,NULL
2915740,1.1396,0.8235,1.1225,0.2702,0.7263,0.9569
2920068,6.7641,0.0009,0.6911,5.3557,6.6257,0.0282
2932305,NULL,NULL,NULL,NULL,NULL,NULL
240054,0.1131,0.0020,0.1040,0.0164,0.0149,0.0297
261700,0.0083,0.0235,0.0260,0.0252,0.0261,0.0252
2908601,0.0000,NULL,NULL,NULL,NULL,0.0010
2912929,0.4742,0.3663,0.5205,16.4660,19.2730,1.3327
2930739,NULL,NULL,0.0019,0.0027,0.0028,0.0027
2939936,NULL,NULL,NULL,NULL,NULL,NULL
2939444,NULL,NULL,NULL,NULL,NULL,NULL
229875,0.0080,0.0071,0.0079,0.0076,0.0080,0.0078
258846,9.8212,9.5534,6.0228,7.6654,6.9453,11.0178
274827,0.4939,0.3711,0.0537,0.0411,0.0866,NULL
2911947,4.3915,3.4667,4.3297,6.1811,2.8452,2.9286
2918196,0.2692,0.9193,0.2420,0.3548,6.0381,0.2229
2929849,NULL,0.0000,0.0467,0.1520,0.1508,0.2684
281568,NULL,NULL,0.0129,0.0014,NULL,NULL
2934177,NULL,NULL,NULL,NULL,0.1724,0.9926
237598,0.0052,0.0734,0.1092,0.0357,NULL,NULL
251123,3.3163,2.4384,0.3901,0.2659,0.3217,0.3684
273353,28.3055,30.2329,14.2733,32.8688,24.1246,15.4303
2910473,NULL,0.1060,NULL,0.9277,4.9548,0.0155
2933195,NULL,NULL,NULL,NULL,0.7857,1.8782
2919670,NULL,NULL,NULL,NULL,NULL,NULL
2942392,NULL,NULL,NULL,NULL,NULL,NULL
216519,0.0763,0.0942,0.2134,0.2955,0.4598,0.1514
233499,24.5666,15.2519,28.1274,17.8108,13.7530,16.7750
244906,0.1879,0.5287,0.0517,0.2392,0.1953,0.2804
2899006,0.1000,0.2290,0.1694,0.1217,0.1659,0.1266
2910413,0.0033,0.0033,0.0038,0.0032,0.0011,NULL
271372,NULL,NULL,0.0002,0.0001,NULL,0.0003
220432,NULL,NULL,NULL,NULL,0.0175,0.0279
2932966,NULL,NULL,NULL,NULL,1.8109,39.7426
2936879,NULL,NULL,NULL,NULL,NULL,NULL
288707,0.0000,0.0000,NULL,NULL,NULL,0.0000
2911718,0.0436,0.0197,NULL,1.0513,1.5942,2.4759
2925827,0.0086,NULL,0.0163,0.0636,0.0716,0.0520
274598,NULL,NULL,NULL,0.0773,0.0189,0.0602
2931661,NULL,NULL,NULL,0.0187,0.0198,0.0105
219221,1.2104,2.6078,1.0001,0.5752,1.9147,0.4762
285481,0.5849,0.7505,0.6371,0.7778,0.5032,0.6823
2922601,0.0845,0.2042,0.2369,4.2107,0.2434,0.1217
2924522,0.0909,0.0614,0.8388,2.6160,0.3560,0.1746
287402,NULL,0.2538,NULL,NULL,NULL,NULL
2941502,NULL,NULL,NULL,NULL,NULL,NULL
223489,0.0863,0.5385,0.1452,0.1420,0.4661,0.1298
240469,16.1329,29.5829,17.0074,10.0114,9.0694,9.1028
255789,0.0001,0.0002,0.0003,0.0001,0.0002,0.0006
266154,0.0009,0.0013,0.0018,0.0011,0.0009,0.0009
278511,0.0696,0.1980,0.0822,0.0701,0.0676,0.0356
288876,6.1065,5.3758,5.1911,2.7455,2.8244,2.7045
2903274,2.3223,1.7945,3.3956,2.3342,3.2573,4.5198
2915631,0.1104,0.1460,0.1274,0.1598,0.6512,1.0032
2925996,NULL,0.0002,0.0004,NULL,NULL,NULL
283134,NULL,NULL,NULL,7.7844,29.0466,20.3059
2920254,NULL,NULL,NULL,NULL,NULL,NULL
2942976,NULL,NULL,NULL,NULL,NULL,NULL
214767,0.6753,NULL,NULL,NULL,NULL,NULL
233330,1.0043,0.5678,0.9815,0.5004,0.2965,0.6792
256221,0.0000,NULL,NULL,NULL,NULL,NULL
273124,0.5560,0.5185,0.4332,0.5036,0.6469,0.6265
2908661,58.0194,85.6722,98.2408,86.5998,104.9621,60.7218
2910244,0.4972,0.5717,0.7919,0.5193,0.5801,0.6821
2933135,NULL,NULL,NULL,NULL,0.0001,0.0009
2937048,NULL,NULL,NULL,NULL,NULL,NULL
232025,0.2646,0.1549,0.1538,0.0709,0.0958,0.1094
251876,0.0021,0.0023,0.0019,0.0024,0.0021,0.0021
2900480,0.4891,0.5443,0.7381,0.8025,0.6913,0.6316
2903105,0.0048,NULL,0.0028,0.0018,0.0163,NULL
258491,NULL,0.9641,NULL,NULL,2.5864,0.5044
2929909,NULL,NULL,0.0881,0.0741,NULL,0.0199
2915800,NULL,NULL,NULL,NULL,NULL,0.2234
219390,0.0238,0.0512,0.0386,0.0617,0.0347,0.1310
242112,0.0068,0.0061,0.0068,0.0072,0.0069,0.0067
253350,0.0044,0.0045,0.0163,0.0125,0.0102,0.1045
257432,0.1712,0.1629,0.1732,0.1795,0.2027,0.2391
275995,0.0141,0.0128,0.0141,0.0136,0.0141,0.0136
287233,0.1037,0.1341,0.1424,0.1365,0.1436,0.1714
2905959,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002
2924353,0.0459,0.0416,0.0458,0.0443,0.0457,0.0446
2928435,0.0239,0.1203,0.1576,0.1003,0.0689,0.1377
2928266,NULL,2.7374,0.4811,0.8044,0.6274,0.7143
209380,0.3114,0.3417,0.4304,0.8840,1.9258,1.7081
215995,3.6423,0.0300,0.0167,0.3264,0.2755,0.0936
220864,0.1221,0.0180,0.1988,1.1574,0.0992,NULL
227233,0.1073,0.1238,0.0010,0.2687,0.4703,0.4747
252045,4.2477,7.8231,5.6531,4.2902,2.6045,5.4067
2907018,0.0153,0.0087,0.0146,0.0128,0.0158,0.0149
2927207,0.0000,0.0144,0.0417,0.0376,0.2096,0.3614
2929740,NULL,0.0004,0.0278,0.0015,0.0043,0.2131
2911887,NULL,NULL,0.0169,0.2388,1.4030,9.3360
2934363,NULL,NULL,NULL,NULL,NULL,NULL
238995,0.1153,0.1690,0.0977,0.2732,0.1390,0.1300
267382,1.1418,4.5245,0.8884,4.1074,3.4908,3.4410
2902581,0.0187,0.0167,0.0187,0.0180,0.0184,0.0179
2904502,1.4480,3.0338,1.0733,2.1161,1.1236,1.7324
2908830,0.0009,0.0002,0.0005,0.0003,0.0003,0.0002
2913988,1.0532,0.4357,0.3895,1.1577,1.0869,1.2733
248481,NULL,0.0048,0.0079,NULL,NULL,NULL
264571,0.0000,0.0001,0.0044,NULL,0.0056,0.0238
272600,1.6219,1.8173,1.3670,6.1966,1.4493,3.4593
286709,0.0000,0.0001,0.0000,0.0079,0.0060,0.0005
2934194,NULL,NULL,NULL,NULL,NULL,0.2513
2906849,NULL,NULL,NULL,NULL,NULL,NULL
234372,3.8048,3.0300,11.8741,4.3528,11.9505,14.7279
262759,0.0013,0.2769,0.5871,0.5355,0.7479,0.5862
279570,0.1874,0.4718,0.4213,0.0589,0.1843,0.2623
2899879,0.0000,0.0004,0.0001,NULL,NULL,NULL
2919195,0.1514,0.0961,0.1758,0.1305,0.0968,0.1086
213124,4.4288,4.9958,3.5736,3.6295,2.0031,2.8187
234973,5.7519,7.7394,4.4979,4.7099,2.1575,1.5122
261285,1.3605,0.9500,0.8596,0.0819,0.2137,0.1003
2913098,0.0108,0.0020,0.0020,0.0808,0.0024,1.9090
2921127,1.6361,1.8782,3.5993,2.1054,2.1888,3.6003
2898405,NULL,0.0131,0.0008,NULL,NULL,NULL
2930078,NULL,0.0022,0.6451,0.5100,1.0097,0.3584
2931492,NULL,NULL,NULL,7.3030,9.0441,9.8174
2935820,NULL,NULL,NULL,NULL,NULL,NULL
2940443,NULL,NULL,NULL,NULL,NULL,NULL
2925750,NULL,NULL,NULL,NULL,NULL,NULL
2898837,11.5351,10.0457,14.8698,11.3055,12.6480,15.4842
2927224,NULL,0.0049,0.0058,0.0026,0.0010,0.0115
2931552,NULL,NULL,0.0350,0.1057,1.0815,3.2704
241511,0.0066,NULL,NULL,NULL,NULL,NULL
246380,10.2711,4.9073,13.0296,3.5467,7.4362,14.8708
287293,0.9634,0.9515,1.4570,1.9704,1.7811,2.8191
2897609,2.7629,2.4436,2.4681,2.4038,2.4041,2.3995
2905976,0.0412,0.0400,0.0385,0.0288,0.0371,0.0344
2920085,0.0479,0.0667,0.1693,0.0647,0.0399,0.0276
268856,NULL,NULL,0.2135,0.1949,0.1441,0.0697
2901107,NULL,NULL,NULL,NULL,0.0006,0.0003
224886,0.4196,0.0507,0.0329,0.0212,0.1937,0.1241
225132,0.0421,0.0342,0.0444,0.0378,0.1926,0.3719
247608,0.4462,0.2557,0.2816,0.2858,0.3268,0.3834
251936,3.1385,4.6946,7.3562,12.4678,12.0809,21.8789
259015,0.0009,0.0012,0.0017,0.0011,0.0009,0.0009
263343,2.6635,3.4307,4.6324,4.5144,9.1372,12.2272
285819,NULL,NULL,NULL,NULL,NULL,NULL
2941333,NULL,NULL,NULL,NULL,NULL,NULL
281491,0.0020,0.0024,0.0034,0.0021,0.0017,0.0024
281737,0.0359,0.0324,0.0364,0.0335,0.0358,0.0355
2900463,0.0149,0.0328,0.0057,0.0042,0.0134,0.0231
2918611,1.3963,2.5426,4.1694,2.6911,2.4760,5.1679
2922939,0.8832,1.1388,0.8857,3.1832,2.9234,3.9610
2933762,NULL,NULL,NULL,NULL,NULL,0.1265
207966,4.7548,0.3558,0.6423,0.7190,0.3780,4.7876
244213,0.0000,NULL,NULL,NULL,NULL,NULL
275394,9.1694,13.4153,18.8594,19.7050,20.4010,13.2019
280263,0.3669,0.4292,0.5603,0.2825,0.1725,0.4709
284591,3.4409,6.8339,7.1699,4.4484,7.1463,10.3203
2912514,9.4270,9.1709,10.4560,11.8715,32.7194,19.0673
2917383,0.3407,6.9094,2.0790,NULL,0.0683,0.1352
2921711,11.5213,13.2148,15.2549,11.7675,12.3709,12.9520
2935236,NULL,NULL,NULL,NULL,NULL,0.0314
2939859,NULL,NULL,NULL,NULL,NULL,NULL
2940105,NULL,NULL,NULL,NULL,NULL,NULL
238657,0.0065,0.0059,0.0066,0.0065,0.0066,0.0063
262301,0.3573,0.1442,0.1216,0.8423,2.8658,3.3558
267044,0.1794,0.1056,0.1417,0.1426,0.2131,0.3034
277621,2.6258,0.5525,1.1359,3.3860,1.0106,0.7085
2899421,0.0000,NULL,0.0000,NULL,0.0293,0.0248
2908077,0.1436,0.2789,0.2861,0.2676,0.3444,0.1387
270957,NULL,4.5360,1.7578,3.8911,5.6375,5.4927
2927808,NULL,31.3744,6.1224,1.0155,0.6347,1.0375
2932551,NULL,NULL,NULL,0.0848,0.0301,0.0883
2936464,NULL,NULL,NULL,NULL,NULL,NULL
208965,0.4109,1.6485,1.6489,1.3061,27.5441,41.1980
245796,0.7673,0.4987,1.0283,0.6970,0.6756,0.6421
259905,13.9087,11.2615,22.7754,20.2177,18.0088,13.9061
269440,1.0535,2.0671,2.4413,2.7973,3.3631,3.1772
278096,0.0000,NULL,0.0000,0.0000,NULL,0.0000
2902859,2.2665,0.3160,0.2562,0.0132,0.1390,0.1942
2915216,0.2606,0.3157,0.5318,0.4937,0.3793,0.4370
2921880,0.6074,0.6299,1.5984,0.9869,2.8173,0.4951
2929325,NULL,1.9005,0.2855,0.0947,NULL,0.0666
2935989,NULL,NULL,NULL,NULL,NULL,NULL
2939690,NULL,NULL,NULL,NULL,NULL,NULL
248192,0.2558,0.2543,0.6675,0.7328,1.8178,1.1249
276410,0.2143,0.2481,0.2641,0.2203,0.2471,0.4074
2918273,0.2458,0.4289,0.5211,0.5407,0.7330,0.6404
2928850,NULL,0.0018,0.0540,0.0822,0.1830,0.0327
285066,NULL,NULL,NULL,NULL,0.5666,0.5181
2941917,NULL,NULL,NULL,NULL,NULL,NULL
203300,4.9106,3.9691,4.7249,4.3308,4.6159,5.4361
223243,0.0012,0.0006,0.0019,0.0000,0.0002,0.0755
226944,0.6362,1.0198,0.9007,2.2491,5.1642,12.2962
235600,2.9598,1.1719,5.6929,3.9224,4.7987,2.7377
251461,0.0143,0.0129,0.0145,0.0142,0.0143,0.0139
263818,0.6958,0.1957,0.2557,1.0088,1.1784,3.0705
2907602,2.7990,5.4421,5.5524,5.1957,7.1771,4.1244
2911303,0.0981,0.0803,0.1284,0.1085,NULL,NULL
242264,NULL,NULL,0.0731,NULL,NULL,NULL
2930324,NULL,NULL,0.0030,0.0023,0.0317,0.1404
2939521,NULL,NULL,NULL,NULL,NULL,NULL
239579,0.1656,0.1123,0.0877,0.1432,0.1636,0.1712
267213,38.9478,48.4983,39.6371,47.4612,42.8965,35.7892
2899252,0.2452,0.2488,0.1263,0.2874,0.2136,0.1584
2904333,0.0020,0.0035,0.0121,0.0019,0.0016,0.0021
2922143,10.2517,10.1021,13.4622,9.5878,8.0022,15.0893
2932720,NULL,NULL,NULL,0.0149,0.2648,0.4809
2919653,NULL,NULL,NULL,NULL,NULL,0.0157
269483,0.1483,0.1311,0.7833,0.2346,0.2612,0.2757
2906603,0.0020,0.0032,0.0020,0.0035,0.0953,0.1546
2911472,53.7849,48.2308,49.6437,NULL,0.0074,NULL
2925581,6.6793,6.6756,7.3646,9.6756,8.2323,11.0681
2940901,NULL,NULL,NULL,NULL,NULL,NULL
205739,8.1595,4.9488,7.2644,10.0348,12.7978,9.0102
219805,0.0000,NULL,NULL,NULL,NULL,NULL
228461,0.0808,0.0907,NULL,0.5864,4.9246,0.3633
257847,3.0236,2.9347,3.5239,3.6434,4.4342,7.7952
2917274,28.0407,44.9201,18.6067,8.9039,6.9852,6.1714
2913361,NULL,0.0003,NULL,0.0246,NULL,0.0008
2923938,NULL,NULL,0.0001,NULL,0.0366,0.0108
241053,0.1209,0.1499,0.1442,0.1138,0.2139,0.1589
2902690,0.1735,0.2007,0.2451,0.2037,0.2170,0.2326
2916215,0.0800,0.1179,0.0162,0.0538,0.1622,0.2441
2925412,0.1044,0.1806,0.1162,0.1884,0.1326,0.4593
2934609,NULL,NULL,NULL,NULL,NULL,0.0272
210608,0.7793,0.9491,1.0785,1.5492,1.6126,1.3168
214936,27.5458,17.4502,22.5644,36.2158,27.9452,29.4319
239410,12.7472,17.7172,14.0169,17.3711,15.9862,12.3359
