mobile_subscriber_id,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30
2905930,2.2698,1.7990,2.4873,2.4509,2.6686,2.7129
2907922,4.6259,8.7133,9.7331,7.2890,11.2020,NULL
2911340,2.3252,2.1945,8.6818,6.0646,2.2113,6.2810
2928652,0.0300,0.2269,0.0132,0.0412,0.0691,0.1617
2923242,NULL,NULL,0.2010,0.9282,0.7605,0.8028
2938562,NULL,NULL,NULL,NULL,NULL,NULL
222209,0.0542,0.0468,0.0043,0.0050,0.0699,0.1715
287805,60.9402,30.0623,71.3184,69.7606,26.6863,17.9623
2907404,0.9099,0.9534,1.5567,1.3745,1.1925,1.4126
2912359,9.5683,18.3258,19.0000,20.7692,24.6441,13.0146
2922724,0.5217,0.2918,0.0287,0.1080,0.0193,0.0456
2924716,0.0290,0.0236,0.0285,0.0288,0.0267,0.0286
226145,0.0012,0.0041,0.0024,0.0001,NULL,NULL
277423,0.1972,0.2936,0.2907,0.2410,0.3606,0.4619
2909302,0.0196,0.0012,0.0143,0.0006,0.0455,0.0454
2917786,1.3128,0.6538,1.5454,0.8727,1.1179,1.4409
2933106,NULL,NULL,NULL,NULL,NULL,1.3577
232073,3.7583,7.6088,7.2600,8.3138,6.9380,4.8539
247393,0.0873,0.1364,0.4849,0.1558,0.1935,NULL
264705,0.0004,0.0000,0.0001,0.0003,0.0000,NULL
275525,0.5920,0.4565,0.5887,0.9021,1.9143,1.5144
2929170,NULL,0.0093,0.0363,0.0113,0.0277,0.0434
2911858,NULL,NULL,0.3049,0.2353,0.0332,0.1110
212205,4.0562,3.7923,4.9150,5.5775,6.0716,15.0565
219607,0.2757,0.4213,0.6075,1.3965,1.6391,6.5796
267559,0.0011,0.0010,0.0012,0.0008,0.0008,0.0008
274051,0.1244,0.1149,0.1373,0.1327,0.1394,0.1405
252239,NULL,NULL,0.0000,0.0000,0.0000,0.0001
2919166,NULL,NULL,0.1353,0.0920,0.3019,0.3465
238863,6.0933,4.2185,15.9943,11.0208,14.0924,3.4958
256175,0.4295,0.4752,0.3837,0.3844,0.9720,0.9886
273487,1.4527,1.3006,1.5012,1.4526,1.5078,1.4584
274569,0.0028,0.0059,0.0061,0.0015,0.0012,0.0012
288807,40.1492,26.0557,57.0076,41.5173,54.0789,66.2558
2897918,3.3457,4.4994,2.7156,1.9865,0.7595,6.5247
2920640,0.5676,0.1341,0.2586,0.0784,0.2859,0.5092
2915230,NULL,0.3048,0.8202,0.2969,0.0000,0.3046
2930550,NULL,NULL,0.1517,0.0904,0.3576,0.2736
2935960,NULL,NULL,NULL,NULL,NULL,0.0236
2937952,NULL,NULL,NULL,NULL,NULL,NULL
2939034,NULL,NULL,NULL,NULL,NULL,NULL
245292,2.8979,9.1248,1.9840,4.1542,10.5752,0.4658
258276,0.8222,0.7124,1.2022,1.0202,1.0941,1.3401
270430,3.4741,7.4648,0.2095,1.7479,0.0599,0.3547
2912376,1.7168,0.9911,1.6647,0.7330,1.4316,1.9383
2916704,1.2485,1.4724,1.9481,1.6392,1.2982,2.1740
240964,NULL,NULL,NULL,NULL,NULL,NULL
219716,0.0009,0.0012,0.0019,0.0011,0.0009,0.0009
226663,0.2261,0.0816,0.0853,0.1810,0.2240,0.5864
241356,0.7056,0.8071,0.9994,0.6222,0.7816,0.8182
244854,0.9031,1.0489,1.4503,1.0006,0.9989,0.8401
254340,0.5091,0.1338,0.1621,0.3033,0.1967,1.2064
2900411,0.0682,0.0584,0.0797,0.0570,0.0477,0.0540
2926096,0.0034,0.0315,0.0767,NULL,0.0551,0.0484
202796,0.5881,1.3404,0.5933,0.8605,0.2395,0.3037
215780,0.0944,0.1124,0.0975,0.2204,0.1665,0.8749
263483,8.4216,8.8202,12.7437,12.1851,NULL,NULL
276467,0.8733,0.1490,0.5390,0.4410,0.6763,0.7643
2900520,2.7145,0.9054,1.0378,1.1718,0.8177,0.9261
2904848,0.1820,0.1773,0.1292,0.1704,0.1910,0.1961
2913833,0.0077,NULL,NULL,NULL,NULL,NULL
2914915,0.1434,0.1291,0.1414,0.1398,0.1389,0.1323
2919243,5.1556,7.0710,9.6253,9.8908,10.1776,8.7784
2934062,NULL,NULL,NULL,NULL,0.0841,0.3027
220108,NULL,NULL,NULL,NULL,NULL,NULL
274366,0.0070,0.0540,0.0500,0.1787,0.0510,0.0530
279776,0.2298,1.3039,2.1912,0.0480,0.1286,0.2801
287350,0.2187,0.2312,0.2737,0.2163,0.2562,0.2435
2925798,1.1903,8.7099,NULL,NULL,NULL,NULL
2912814,NULL,NULL,NULL,0.0000,NULL,NULL
270038,NULL,NULL,NULL,NULL,NULL,0.2359
2936163,NULL,NULL,NULL,NULL,NULL,NULL
2940491,NULL,NULL,NULL,NULL,NULL,NULL
235554,8.5087,13.4645,13.8578,37.1849,45.6757,41.3487
247708,1.1156,1.4339,1.7816,1.1842,1.5857,1.5813
254200,0.1286,0.1407,0.1682,0.1466,0.1268,0.1617
263686,0.1701,0.1647,0.2071,0.0614,NULL,NULL
268014,0.3258,0.2964,0.7964,0.3417,0.2823,0.5573
275840,0.5916,0.5896,0.6239,0.5645,0.6355,0.6031
280998,0.2675,0.6948,0.8094,0.4248,1.2190,1.1999
2899140,2.5198,1.6926,1.7119,1.3066,1.9456,4.2449
2903468,0.9863,1.3377,1.6167,0.9807,1.1689,0.9946
2939017,NULL,NULL,NULL,NULL,NULL,NULL
2942515,NULL,NULL,NULL,NULL,NULL,NULL
231618,0.0032,0.0031,0.0038,0.0072,0.0011,0.0003
237280,0.3311,0.3416,0.1170,0.0207,NULL,0.0600
254592,2.9359,3.3523,4.4970,3.9236,7.0694,5.9812
267576,0.0011,0.0010,0.0011,0.0008,0.0008,0.0008
2901493,2.0944,5.2527,2.1844,2.9813,9.5816,5.0934
2905821,2.6235,2.2092,2.3566,3.0213,3.2208,4.1079
223606,0.8571,0.8286,1.1680,0.3956,1.0987,0.9503
234426,3.7762,1.5851,1.4940,1.8694,10.4704,2.6253
247410,0.3625,0.1736,0.2349,0.1857,0.0060,NULL
282378,0.2364,0.0759,0.0599,0.0466,0.0864,0.1481
287788,1.3066,1.3312,0.1012,0.0969,0.2985,0.2885
2904347,3.0003,0.3437,0.7765,0.2274,0.2133,0.2757
2932479,NULL,NULL,NULL,0.0000,NULL,0.0026
2898937,NULL,NULL,NULL,NULL,0.0001,0.0002
2900019,NULL,NULL,NULL,NULL,0.0101,0.0119
2921659,NULL,NULL,NULL,NULL,NULL,NULL
2905429,5.6859,18.2848,13.6384,18.8882,15.9166,10.8624
2917331,0.0798,0.0078,0.0391,0.0916,0.3120,0.1765
2922741,2.1319,4.9937,4.5604,6.3306,5.9411,3.7518
2927069,0.1505,0.1966,0.2130,0.2080,0.2592,0.2264
278050,NULL,0.0000,NULL,0.0001,0.0001,NULL
2928151,NULL,0.3387,0.5788,0.4821,0.5592,0.6870
261130,0.4941,0.3766,0.7849,0.7242,0.7861,0.8737
262212,1.6430,1.0928,2.9248,1.6611,2.0286,2.3956
274114,1.3647,2.1606,2.8806,1.3272,2.4131,2.3774
279524,2.1336,0.5181,8.9291,10.3589,19.9922,22.1655
284934,3.3710,1.2546,2.2295,0.8700,0.6990,1.7893
289262,0.1918,29.2718,22.3268,12.6074,8.3005,8.2538
256802,NULL,NULL,0.0660,0.0190,0.0002,0.0943
2931005,NULL,NULL,NULL,0.0166,NULL,0.0073
213178,NULL,NULL,NULL,NULL,NULL,0.0802
2942907,NULL,NULL,NULL,NULL,NULL,NULL
2908283,0.2755,0.0380,0.0072,0.0470,0.6471,0.0740
2915857,0.0371,0.0470,0.0519,0.0524,0.0565,1.7250
2921267,0.0445,0.0652,0.1115,0.0505,0.1376,0.1260
2925595,0.0872,0.0592,0.0005,NULL,0.0717,0.2139
2926677,0.1563,0.1263,0.1416,0.0952,0.0397,0.0921
202358,NULL,0.1305,NULL,NULL,0.0163,NULL
206168,15.6669,15.0620,6.8519,19.5389,18.5653,11.7013
226397,0.0822,0.0111,0.0610,0.2467,0.9113,0.1016
235053,0.8536,2.3449,0.9459,2.9122,2.4611,1.7611
252365,0.0000,0.0001,0.0000,NULL,NULL,NULL
259029,0.8639,0.8293,0.8811,0.6234,0.0022,NULL
267685,0.0143,0.0130,0.0148,0.0141,0.0147,0.0139
2905303,0.1085,0.3493,0.7451,0.2184,1.3507,0.4346
2922615,0.7055,0.6066,0.7970,3.1770,0.9614,3.1807
2931271,NULL,NULL,0.5869,5.9333,9.3239,11.6575
264957,0.0053,0.0043,0.0065,0.0057,0.0039,0.0530
273613,1.0648,0.6472,0.8994,0.6786,39.8936,32.5069
275322,2.9832,2.4128,1.9413,1.5659,5.9938,5.0758
282269,1.6972,1.1839,3.9372,1.9812,2.7514,5.0044
2917895,0.8883,0.2197,0.0037,0.0038,0.1252,0.5012
2921596,0.1398,1.7592,0.0883,0.4337,NULL,NULL
2911231,NULL,0.1433,0.0503,0.0855,0.0013,NULL
2926551,NULL,0.7881,2.0476,2.4563,1.9037,1.6701
2930252,NULL,0.0000,0.0003,0.0003,0.0003,0.0004
283978,NULL,NULL,NULL,174.6879,78.7120,187.4497
2936916,NULL,NULL,NULL,NULL,NULL,NULL
268893,0.3081,0.2876,0.3295,0.2493,0.2511,0.3077
277549,0.0737,0.1206,0.2227,NULL,0.0022,0.0004
286205,0.7864,2.8810,1.1036,0.4603,0.6109,2.3474
2900348,4.5061,3.3375,2.1888,2.1306,2.3146,3.7877
2903594,0.0001,0.0618,0.8803,0.0837,1.4123,0.0397
2909004,7.2320,10.3372,7.0111,16.1394,4.2754,7.8944
2910258,14.8960,19.6506,16.1438,16.8209,24.1453,19.5297
2915668,0.0004,0.0008,0.0001,0.0006,0.1128,0.0422
2924324,0.0403,0.0401,0.0439,0.0427,0.0445,0.0430
2927570,0.0358,2.2649,0.5061,0.1293,6.8290,24.7958
2897666,0.0090,0.0695,0.0228,0.0627,0.0295,0.0492
2901367,0.2087,0.1950,1.4389,0.2206,0.2238,0.0939
2911732,0.4760,0.1396,0.1289,0.2347,0.2863,0.2230
2920388,7.0792,4.4775,4.9721,3.4335,8.6570,9.1218
257775,4.1640,4.5991,10.7727,7.6406,9.5559,6.5510
264439,0.1097,0.0239,0.2724,0.1391,0.1243,0.1801
266431,0.0746,0.0891,0.1198,0.0490,0.1434,0.1739
2904974,0.0092,0.0083,0.0092,0.0091,0.0093,0.0090
2928778,0.0000,0.0313,0.0089,NULL,NULL,NULL
246955,NULL,NULL,0.0049,NULL,NULL,NULL
2937434,NULL,NULL,NULL,NULL,NULL,NULL
227745,0.0481,0.0683,0.6006,0.0218,0.2079,0.0071
236401,0.4611,0.4135,0.5002,0.5130,0.8678,0.7742
242235,0.2505,0.2971,0.6526,2.2543,1.9987,0.6823
279023,5.8868,3.9709,4.5818,1.9406,2.5820,3.7489
285687,3.4262,3.9387,1.0048,NULL,NULL,NULL
2907530,1.0838,1.4707,3.4482,1.9557,1.2280,1.1416
2916186,10.9317,5.8818,4.6605,33.5356,14.5889,5.8469
2924842,NULL,NULL,0.3135,0.0523,0.1871,0.2716
2931506,NULL,NULL,0.0001,NULL,NULL,0.0001
2933498,NULL,NULL,NULL,NULL,NULL,0.1889
2940162,NULL,NULL,NULL,NULL,NULL,NULL
207877,3.0125,1.1479,3.7501,4.3876,3.7668,0.5324
216533,0.6453,0.3443,0.6787,1.5873,2.4320,1.6425
218525,13.9206,11.5014,12.2850,25.9285,27.1103,16.5930
247911,0.1715,0.2867,0.4409,0.2269,1.0453,0.4199
256567,0.7119,0.3240,0.7953,0.1756,0.3523,0.9735
257649,0.0008,0.0012,0.0018,0.0011,0.0009,0.0009
213805,1.2037,0.6190,0.6885,1.1648,1.6789,1.1200
222461,0.0238,0.0132,0.0088,0.0094,0.0490,NULL
237781,3.4412,2.4492,3.2210,2.3806,0.8959,1.5153
243191,0.1310,0.1250,0.3604,0.1894,0.1555,0.1555
245183,0.0898,0.0839,NULL,NULL,NULL,NULL
251847,0.0001,0.0000,NULL,0.0000,NULL,NULL
284307,0.0002,4.4338,NULL,2.3814,NULL,1.1303
278897,NULL,0.0002,0.0003,NULL,NULL,NULL
239773,NULL,NULL,0.0321,0.0652,0.1218,0.0435
2934878,NULL,NULL,NULL,NULL,NULL,0.0038
2941370,NULL,NULL,NULL,NULL,NULL,NULL
225644,3.9643,9.4612,9.2321,10.2838,15.5674,12.3390
234300,0.0322,0.0189,0.0198,0.0281,0.0293,0.0389
2910384,0.0041,0.0041,0.0048,0.0039,0.0040,0.0046
2919040,1.0245,2.8868,0.9949,0.1101,1.0068,0.4967
2923368,NULL,0.0300,0.0360,0.0348,0.0396,0.0432
2936352,NULL,NULL,NULL,NULL,NULL,NULL
2932024,NULL,NULL,NULL,NULL,NULL,NULL
2914712,NULL,NULL,NULL,NULL,NULL,NULL
2940680,NULL,NULL,NULL,NULL,NULL,NULL
2897792,4.8484,5.7032,4.8335,4.6276,3.3057,5.4121
2902747,1.6428,2.2163,2.4915,1.3284,1.9897,3.3958
2906448,0.5505,0.0000,0.0011,6.3793,5.7689,6.4522
2911403,0.0158,0.1581,0.0366,0.0652,0.1402,0.1293
2915104,2.3381,3.4254,10.5321,31.2268,47.5238,0.3261
2919432,2.5464,2.7022,12.6988,6.3243,4.9173,3.0602
2898184,0.3811,6.2957,0.9220,1.4356,2.3053,2.0404
2898121,0.0003,0.0003,NULL,NULL,0.0003,NULL
2906777,0.0001,0.0110,0.1119,0.0721,0.0908,0.0533
202922,0.0233,NULL,0.0180,0.0162,0.0013,0.0127
207250,8.5461,7.5016,8.3615,9.3752,6.4360,9.0384
228890,3.3965,4.7847,4.1335,38.6087,23.2770,6.7563
233218,1.1998,1.1047,1.2807,1.9395,1.3301,2.0130
241874,0.1505,0.0370,0.0420,0.0348,0.0342,0.0296
282504,2.5576,4.5189,2.0952,9.0260,3.7832,NULL
2904221,0.0027,NULL,NULL,NULL,NULL,NULL
2908549,2.1818,0.2868,0.3397,0.4083,0.2496,1.2939
2912877,4.8194,39.9444,7.8751,0.0016,NULL,NULL
2919369,2.7721,2.6784,2.2905,2.2602,3.6533,3.8005
2928025,0.1574,0.5695,0.4303,1.4500,0.4175,0.1666
2923697,NULL,0.0001,NULL,NULL,NULL,NULL
216298,1.5530,2.9600,3.0579,3.4940,2.4991,0.9007
261256,3.2441,10.3818,7.9366,2.7036,1.6620,1.9327
265584,0.8384,0.1241,NULL,NULL,0.4729,0.4900
269912,24.0261,70.3454,23.7488,1.4864,1.1823,1.1618
274240,0.0881,0.0678,0.7214,1.1978,0.7307,0.5740
289388,0.0115,0.0137,0.0137,0.0098,0.0091,0.0104
2940617,NULL,NULL,NULL,NULL,NULL,NULL
2908157,11.4024,9.6212,9.8682,6.2611,9.6383,7.8953
2912485,3.0767,42.4570,4.3971,9.3202,11.4201,14.6489
2916813,0.1552,0.3289,0.4591,0.4487,0.4304,0.5296
2921141,0.0362,0.0326,0.0360,0.0312,NULL,0.0002
2929797,NULL,0.0000,3.9118,3.9496,0.3163,0.1711
2934125,NULL,NULL,NULL,NULL,NULL,NULL
240008,1.2187,1.0108,1.1944,3.3763,0.9322,4.2868
244336,0.1732,0.1916,0.4166,0.2158,0.2562,0.2063
249746,0.5258,0.4860,0.3810,0.7375,0.3067,0.2960
267058,0.2173,0.1447,0.1682,0.0954,NULL,NULL
268140,0.2808,0.3001,0.4094,0.4335,0.3727,0.2788
275714,0.0391,0.0362,0.0405,0.0380,0.0397,0.0384
2929405,NULL,NULL,0.0207,0.0037,0.0002,0.0018
2932651,NULL,NULL,NULL,0.0000,0.0022,0.0012
2933733,NULL,NULL,NULL,NULL,NULL,0.0116
2934815,NULL,NULL,NULL,NULL,NULL,0.0007
2942389,NULL,NULL,NULL,NULL,NULL,NULL
280042,0.0000,0.0000,0.0000,NULL,0.0000,0.0000
284370,3.1146,4.8349,6.1839,6.1592,4.0920,7.5861
285452,19.0874,25.1654,20.3311,12.5945,17.8072,14.7841
289780,3.4825,0.2290,6.3257,4.7980,10.7031,0.0766
2923995,0.0001,NULL,NULL,0.0013,0.0002,NULL
2928323,0.0646,0.1486,0.2753,0.2522,0.1552,0.4249
217678,0.0402,0.1852,0.0618,0.0083,0.1415,0.2746
228498,0.7829,0.8576,0.9422,0.9834,0.9432,0.5740
232826,3.9506,1.6289,1.8076,2.3178,1.3424,1.0307
241482,1.3145,1.0964,0.4635,0.9750,0.8217,0.6585
251220,0.0232,NULL,NULL,NULL,NULL,NULL
254466,0.6883,0.9834,0.0951,0.1000,0.1687,0.0464
259876,1.0635,0.9829,0.5819,0.6620,0.2821,0.7451
258794,NULL,9.5083,NULL,0.0163,3.9934,5.8561
215405,0.0358,0.0640,0.0585,0.0638,0.0830,0.2144
226812,0.0064,0.0040,0.0054,0.0050,0.0164,0.2832
252282,0.0948,0.1782,0.0001,NULL,0.0112,0.0012
272179,6.0348,4.1837,7.6383,8.2107,10.8827,17.2311
277752,0.1494,0.7152,0.5228,0.4601,0.4222,0.5001
2926279,0.0159,0.0262,NULL,0.0051,0.0222,0.0104
2934769,NULL,NULL,NULL,NULL,NULL,0.0016
2920706,NULL,NULL,NULL,NULL,NULL,NULL
2906382,NULL,NULL,NULL,NULL,NULL,NULL
245143,0.3185,0.1625,0.8363,0.3373,0.5729,1.5231
248014,3.1498,0.9189,0.8442,1.6619,2.1214,5.0412
262338,4.6250,1.8186,0.0589,0.0486,0.6406,2.0859
287808,2.4908,0.0000,NULL,NULL,NULL,NULL
2916438,0.0025,0.0055,0.0051,0.3724,0.0039,0.0047
2930547,NULL,NULL,0.0060,0.0092,0.0170,0.0114
2939037,NULL,NULL,NULL,NULL,NULL,NULL
2941908,NULL,NULL,NULL,NULL,NULL,NULL
263643,1.1974,0.2960,0.9095,0.4769,NULL,NULL
274881,0.6145,0.4747,0.4813,0.2647,0.4295,0.5846
289205,0.0002,0.0002,0.0002,NULL,NULL,NULL
2897938,0.0981,0.0594,0.1068,0.0903,0.0526,0.0719
2915087,0.0417,0.0362,0.0146,0.0405,0.0420,0.0262
229683,NULL,NULL,NULL,0.0001,0.0009,0.0009
2943305,NULL,NULL,NULL,NULL,NULL,NULL
228209,0.0005,0.0010,0.0008,0.0005,0.0012,0.0000
233951,11.6091,19.4101,10.0159,7.8576,6.8012,6.2104
245312,0.2469,0.5651,0.3792,0.5148,0.5356,0.7912
256550,0.1788,0.1268,0.1098,0.0666,0.1719,0.2715
2930716,NULL,NULL,0.0013,0.0012,NULL,NULL
206746,1.5452,1.3166,4.9619,2.4833,3.3695,2.3713
246540,0.3606,0.2843,0.3200,0.3020,0.3629,0.3359
252113,2.1401,3.5017,1.4112,3.4710,5.7816,1.4483
257947,1.7897,1.5057,2.4831,4.8001,4.7817,4.7498
258024,4.6736,1.7695,2.3183,1.5979,6.7393,0.9408
272010,0.0008,0.0012,0.0018,0.0009,0.0009,0.0009
2906551,1.9562,2.6848,1.8879,0.8515,1.8819,1.2934
2920537,0.0285,0.0562,0.0315,0.0339,0.0844,0.1182
2926448,3.8562,0.0012,0.0028,5.5271,0.1432,5.0606
2940434,NULL,NULL,NULL,NULL,NULL,NULL
239401,0.0053,0.0243,0.0232,0.2441,5.6719,1.1442
250885,0.0492,0.0441,0.0496,0.0475,0.0495,0.0472
256719,4.0282,4.1615,3.8193,0.8780,2.3978,4.1255
2919309,3.8582,2.3283,3.9268,1.4441,6.0844,2.1050
2927676,0.1656,0.1926,0.1181,0.0906,0.1427,0.1238
282189,NULL,NULL,NULL,0.0000,NULL,NULL
215528,20.4236,15.1154,23.9402,13.2506,17.4871,NULL
249411,0.0001,0.0001,0.0001,0.0004,0.0002,0.0001
269308,0.0052,0.0065,0.0041,0.0039,0.0767,0.2475
280792,3.3128,15.4034,10.6372,6.2809,8.5848,15.6811
2897769,0.0322,0.2666,0.1019,1.6323,0.0993,1.2355
2917666,14.5040,14.8768,NULL,NULL,NULL,NULL
2917912,24.9594,25.7872,42.2947,34.4117,35.2729,48.3995
2929150,NULL,196.3192,386.0714,300.7270,205.0889,315.7973
2929319,NULL,0.1297,0.3142,0.2027,0.2359,0.3044
2931729,NULL,NULL,NULL,0.0025,0.0299,0.0333
225584,0.0119,0.0103,0.0181,0.0000,0.0165,0.0325
259298,0.0439,0.0055,0.0102,0.0132,0.0267,0.0160
281897,2.3665,1.9317,5.6336,40.7170,2.6020,5.8741
2907779,0.0002,0.6845,1.6873,0.7288,1.1529,1.1486
2919140,NULL,NULL,NULL,NULL,NULL,3.3235
2939206,NULL,NULL,NULL,NULL,NULL,NULL
2941739,NULL,NULL,NULL,NULL,NULL,NULL
232308,0.1290,0.0650,0.0745,0.0823,0.1134,0.1509
274758,0.2766,0.0768,0.1507,0.4194,0.2132,0.3501
278090,0.0022,0.0029,0.0639,0.4931,0.3895,0.3205
2906720,16.1171,12.7051,0.2927,0.7825,0.5018,1.0206
2926617,NULL,1.8335,5.9401,10.3701,8.4517,9.2407
245481,1.5877,2.1016,2.4134,2.5955,1.9110,2.3634
284599,1.1071,2.0747,2.3954,2.3939,3.9743,1.3910
2899581,0.0014,0.0032,0.0067,0.0020,0.0020,0.0019
2925051,0.4748,2.5553,1.1774,1.6797,1.4619,1.3655
273822,NULL,NULL,NULL,NULL,NULL,NULL
241167,0.1881,NULL,NULL,NULL,NULL,NULL
251990,8.7428,3.6525,3.6140,4.3604,5.1757,6.0220
257732,0.0070,0.0147,0.0140,0.0370,0.0135,0.0775
263397,0.0223,0.0040,0.0081,0.0024,0.0047,0.0076
2909176,0.1660,0.2069,0.2445,0.1692,0.2607,0.1749
2909422,9.2998,3.2259,1.6338,17.8779,4.5156,0.1332
2915164,0.8827,1.2230,1.0368,0.8231,1.1032,1.2958
2923239,0.0001,NULL,NULL,NULL,NULL,NULL
2929488,NULL,NULL,0.0038,0.0094,0.0101,0.0055
2937394,NULL,NULL,NULL,NULL,NULL,NULL
239693,0.0070,0.0360,0.0012,NULL,NULL,NULL
256796,9.9052,15.0401,8.5638,8.6865,13.3171,12.2929
287977,0.1689,0.1315,0.1416,0.0039,0.0032,0.0041
267665,NULL,0.6547,0.8885,0.6078,0.8333,0.9387
2927507,NULL,0.7217,0.3413,0.9131,1.3106,0.8751
2933126,NULL,NULL,NULL,NULL,8.4414,11.0917
2938868,NULL,NULL,NULL,NULL,NULL,NULL
2942077,NULL,NULL,NULL,NULL,NULL,NULL
207084,2.1049,2.2444,1.5936,0.3571,0.4288,1.0825
266099,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
266437,1.8965,0.7310,1.2643,1.9346,1.4252,1.7549
286411,7.5463,9.7244,18.9404,10.1123,17.1817,12.2505
2901055,0.0003,0.0006,0.0007,0.0099,0.8505,0.0282
2903219,0.0073,0.0011,3.0486,0.4764,1.1770,2.8650
2914626,0.6282,0.4636,0.7817,1.1876,1.2097,0.9134
2923869,0.2901,2.2417,11.7725,1.4101,1.6134,1.0627
2926033,0.2709,0.1899,0.2309,0.4022,0.3535,0.1796
2931944,NULL,NULL,NULL,NULL,NULL,NULL
208312,0.2278,1.0255,1.2349,2.3492,2.6602,2.1458
228624,0.2805,0.4775,5.7878,0.8382,0.8817,1.8650
233782,5.2450,5.9344,8.5697,10.2277,6.2746,5.5859
242733,0.3508,1.8551,0.0095,0.0692,0.4029,9.0103
244897,0.5191,0.0014,2.0237,1.7122,2.3982,2.0174
2913690,1.0932,0.2985,0.2577,0.3420,0.9795,0.0002
2924805,NULL,0.0001,NULL,NULL,NULL,NULL
2936166,NULL,NULL,NULL,NULL,NULL,NULL
229852,0.1101,0.1582,0.0800,0.0605,0.0514,0.1426
288867,2.0272,5.7983,4.5833,7.8441,15.4059,41.0714
2911924,1.8179,0.4599,0.7854,0.6219,1.5333,0.4646
2923823,0.0303,0.0400,0.0441,0.0428,0.0442,0.0427
2925987,7.9311,8.7920,3.6639,13.5850,4.4431,1.2001
2923577,NULL,1.6045,0.4865,1.5922,1.1864,0.9354
2903511,NULL,NULL,NULL,0.0266,NULL,0.0887
276524,0.0005,0.0350,0.0046,0.0011,0.0093,0.0078
285229,9.8323,9.9822,8.4485,20.9657,15.3046,8.3449
287639,0.4114,0.3084,0.3461,0.4330,0.3443,0.3360
2902283,5.5650,1.0373,4.5994,4.7390,2.3022,4.6439
2910988,8.4532,9.9187,10.9051,6.7711,16.2105,23.0081
2913398,14.8554,22.7191,34.5262,36.7048,39.6537,41.2498
2922349,0.0000,NULL,0.0123,0.0006,NULL,NULL
2924513,NULL,0.1861,2.0212,1.3653,1.3249,1.5962
218737,19.3999,10.4809,29.0909,26.9914,12.7255,25.4184
234887,0.3293,NULL,0.1363,0.4285,0.3607,0.3949
252697,0.2058,0.1679,0.0869,0.0941,0.1776,0.2375
260357,0.0498,0.0961,0.0838,0.0507,0.1063,0.0621
268847,0.0083,11.9218,2.4299,9.1973,0.0157,14.9939
2918204,0.5597,0.8087,0.9394,0.8333,1.5881,1.7021
2922947,10.9233,22.1716,17.6025,18.5215,20.4849,32.4969
2928781,0.0000,0.0291,0.0342,0.0452,0.0405,NULL
2938101,NULL,NULL,NULL,NULL,NULL,NULL
234366,11.1052,13.4867,7.1124,17.9620,26.8454,21.8648
248475,2.0910,2.2705,4.9262,1.0186,1.7002,1.6981
2918725,3.1349,0.7935,2.9878,0.7673,1.0869,0.9701
2930086,NULL,0.0374,0.0237,NULL,NULL,NULL
2927215,NULL,NULL,0.0017,0.0104,0.0105,0.0093
2919770,NULL,NULL,NULL,0.5742,0.0302,NULL
257486,3.4030,2.3575,5.4814,8.6721,4.9312,0.2034
2903926,1.5973,15.5142,0.5878,1.3187,1.0866,0.6246
2911586,0.0759,1.0206,0.2311,0.2896,0.0913,0.0052
2911755,0.0018,0.0023,0.0061,0.0010,0.0022,NULL
2917328,0.8343,0.4552,1.4117,0.9544,1.6067,1.2464
2921075,4.7048,14.1197,5.1445,16.9081,20.4079,34.0108
2931652,NULL,NULL,0.0009,0.2378,0.3139,0.2502
2935230,NULL,NULL,NULL,NULL,NULL,NULL
2942890,NULL,NULL,NULL,NULL,NULL,NULL
234197,0.4127,1.7329,0.2252,0.9105,2.0342,1.7118
241857,0.0007,0.0007,0.0001,NULL,0.0003,0.0007
253218,6.9951,3.3539,9.3383,0.1013,6.6287,NULL
258960,20.4892,20.2469,22.9730,26.5489,23.8807,28.3306
265501,0.0213,0.4457,0.0388,2.8663,1.2010,1.2152
273284,0.0005,0.0004,0.0005,0.0005,0.0005,0.0005
2919601,0.1944,0.1275,0.2787,1.2401,0.6301,1.2504
2925343,0.6029,2.1444,4.5327,5.0230,3.5069,6.2717
2930962,NULL,NULL,0.0765,0.0227,0.1809,0.1257
227058,0.0003,0.0002,0.0004,0.0391,0.0836,0.1527
244376,7.0828,3.8545,8.0880,5.8460,12.2897,6.3568
249949,1.9461,2.4992,4.2210,3.3175,4.9644,1.7494
258362,2.7428,NULL,1.8918,5.5104,5.7603,0.6703
260526,16.0572,15.2162,19.0993,20.8187,32.3614,32.4808
269846,0.0845,NULL,0.1718,NULL,0.0385,NULL
2906966,1.7748,1.8431,2.1440,1.7946,1.8247,1.7231
2928612,NULL,0.1318,NULL,NULL,5.0042,3.2210
2908715,NULL,NULL,0.0005,0.0038,0.0015,0.2692
2934185,NULL,NULL,NULL,NULL,NULL,NULL
2938270,NULL,NULL,NULL,NULL,NULL,NULL
211767,1.7142,0.4449,1.2159,0.8812,3.3055,1.0656
279902,0.0219,0.0220,0.0109,0.0015,0.0019,0.0305
2921473,4.2833,4.9770,8.4142,6.5366,15.0149,8.3996
284353,NULL,NULL,0.0003,0.0000,NULL,NULL
2936627,NULL,NULL,NULL,NULL,NULL,NULL
2938791,NULL,NULL,NULL,NULL,NULL,NULL
201880,1.4643,2.5379,1.1217,1.4451,2.2628,1.6790
